,name,locality,latitude,longitude,cuisines,average_cost_for_two,aggregate_rating,votes,rating_text
226,Shreenath Fariyali Khichdi,Jail Road,22.73500748,75.8909734,North Indian,100,3,26,Average
227,Tea De Pot,Ranjeet Hanuman,22.69800051,75.83306719,"Tea, Coffee",100,3.6,22,Good
228,Agrawal Kachori Corner,Kothari Market,22.72001446,75.86205818,"Street Food, Fast Food",100,3.8,17,Good
229,Tanishq Cafe,Old Palasia,22.727661,75.89338772,Coffee,100,3.3,28,Average
230,Shree Mahalaxmi Moong Ke Bhajiye,HIG-LIG,22.73371398,75.88978752,Fast Food,100,3.5,18,Good
231,Shree Baba Sweets,Jail Road,22.73500748,75.8909734,Mithai,100,3.4,29,Average
232,Dairy Junction,Annapurna Road,22.697412,75.839386,Beverages,100,3.3,11,Average
233,Ramesh Masala Dosa,Vijay Nagar,22.75242259,75.88791065,South Indian,100,3.4,23,Average
234,Baba Juice Centre,Bhawar Kuan,22.6906672,75.86897392,Street Food,100,3.5,26,Good
235,Anantanand Alpahar Gruh,Jail Road,22.73500748,75.8909734,North Indian,100,3.3,19,Average
236,Kachori Corner,Sarafa Bazaar,22.71791735,75.85328233,Street Food,100,3.4,19,Average
237,Milap The Pan Destination,"56 Dukan, New Palasia",22.7242126,75.88488679,Paan,100,3.2,9,Average
238,RL Chat Bhandar,Rajwada,22.71632618,75.85575599,Street Food,100,3.5,14,Good
239,Chintu Momos,Vijay Nagar,22.75239878,75.88814367,"Tibetan, Street Food",100,3.2,23,Average
240,Prem Paratha,Navlakha,22.69143649,75.88220157,North Indian,100,3.1,7,Average
241,Potato Uncle,Sarafa Bazaar,22.71803611,75.85274488,Fast Food,100,3.7,16,Good
242,Shree Parshwanath Pan Sadan,Khajrana,22.73145536,75.90095054,Paan,100,3,12,Average
243,Agrawal Juice and Ice Cream,Sarafa Bazaar,22.71813817,75.85353412,"Ice Cream, Juices, Beverages",100,3.3,13,Average
244,Mangal Sweets,Chhavani,22.70974139,75.87575018,Mithai,100,3.1,8,Average
245,Shahi Khaman- Jalaram Farsan,Jail Road,22.73500748,75.8909734,Gujarati,100,3.1,8,Average
246,Baba Shree Paan,Sarafa Bazaar,22.71799498,75.85200056,Paan,100,3.3,13,Average
247,Agrawal Nashta,Vijay Nagar,22.74371098,75.89346249,Street Food,100,2.8,13,Average
248,Shri Bharkha Devi Ice Cream,MR 10 Road,22.75521483,75.87718919,"Ice Cream, Chinese",100,3.2,13,Average
249,Chintu Momos,Vijay Nagar,22.74727608,75.89079469,Momos,100,3.3,14,Average
250,Goyal Fruit Juice Centre,New Palasia,22.72392685,75.88644113,Beverages,100,3.2,6,Average
251,Mahadev Lassi,Manik Bagh Road,22.6981298,75.85540932,Beverages,100,3.2,14,Average
252,Karnawat Bhojan Prasadi,Vijay Nagar,22.766968,75.900718,North Indian,100,3,5,Average
253,Shree Parshwanath Pan Sadan,Vijay Nagar,22.75420226,75.90573527,Paan,100,2.8,11,Average
254,Vedant Chat Chaupati,Geeta Bhavan,22.71857763,75.88595632,Street Food,100,3.2,10,Average
255,Indori Chinese point,Sarafa Bazaar,22.73500748,75.8909734,Chinese,100,3,11,Average
256,Bombay Bahu Chinese Point,Sarafa Bazaar,22.71802807,75.85358474,"Chinese, Fast Food",100,2.8,11,Average
257,Prayas Foods,"56 Dukan, New Palasia",22.72453793,75.88392422,Street Food,100,2.8,9,Average
258,Iceland Vadilal,Annapurna Road,22.6901497,75.83737582,"Desserts, Ice Cream",100,2.7,12,Average
259,Jail Cafe Chai Bar,Mari Mata Square,22.73788727,75.84723931,Fast Food,100,3.3,12,Average
260,Pooja Kanchan Pan,Khajrana,22.72999267,75.89781404,Paan,100,3.5,9,Good
261,Bholainath Fariyali Khichdi Center,Geeta Bhavan,22.71916214,75.8842377,"Sandwich, Fast Food, North Indian",100,3.1,7,Average
262,Shree Parshwanath Pan Sadan,YN Road,22.72095089,75.87418444,Paan,100,3.2,8,Average
263,Sai Kripa Refreshment,Sudama Nagar,22.74108425,75.89498531,"Fast Food, Street Food, South Indian, Bakery",100,3,4,Average
266,Bombay Refreshment,Sarafa Bazaar,22.73500748,75.8909734,Street Food,100,3.1,9,Average
268,Salasar Snacks By Kharab Chai,Gangwal Bus Stand,22.71524868,75.8428492,Street Food,100,3,4,Average
269,Jai Bajrang Bombay Bhel,Vijay Nagar,22.75667786,75.88786002,Street Food,100,2.9,8,Average
270,Hot Point (The Royal Omlette),Vijay Nagar,22.75364696,75.8962255,Street Food,100,3.3,10,Average
271,Hot Point (The Royal Omlette),Vijay Nagar,22.75280474,75.88645823,Street Food,100,3.1,9,Average
272,Chintu Veg Momos,Vijay Nagar,22.75268973,75.88684481,Momos,100,3,8,Average
275,Baba Nariyal Pani,Annapurna Road,22.69579542,75.84224001,Beverages,100,3.1,5,Average
277,Jai Shree Mahakal Juice Center,Geeta Bhavan,22.71862062,75.88598415,"Beverages, Juices",100,3.1,7,Average
278,Baba Nariyal Pani,Sarafa Bazaar,22.73500748,75.8909734,Beverages,100,3.3,7,Average
279,Veg Bites,Vijay Nagar,22.74100107,75.89505639,Fast Food,100,3,6,Average
281,Amrit Shri Ice Cream Parlour,Vijay Nagar,22.76161316,75.88837232,"Ice Cream, Desserts",100,2.9,8,Average
282,Jai Ranjeet Gajak Bhandar,Annapurna Road,22.69688297,75.83943408,Mithai,100,3.1,7,Average
283,Babu Bakery and Dudh Dairy,Rau,22.636112,75.808365,"Bakery, Desserts",100,3,4,Average
284,Choice Namkeen,Airport Road,22.72879685,75.82486734,Street Food,100,2.9,5,Average
285,Choice Namkeen,By Pass Road (North),22.71847743,75.90986017,Street Food,100,3.1,6,Average
287,Jai Bajrang Bombay Bhel,New Palasia,22.72462885,75.8839497,Street Food,100,2.9,4,Average
288,Jay Mahakal Aloo Paratha,Vijay Nagar,22.75262511,75.88725954,North Indian,100,3,6,Average
289,Chai Network,Vijay Nagar,22.74848999,75.89788947,"Beverages, Fast Food",100,3,4,Average
292,Anil Cafe,HIG-LIG,22.73960157,75.88072937,Street Food,100,3.1,4,Average
295,Shree Balaji Juice Centre,Vijay Nagar,22.75277413,75.88644482,"Juices, Beverages",100,3,4,Average
300,Kebabsville - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75244733,75.88778928,"North Indian, Bar Food",1500,4.9,1346,Excellent
301,Joshi Dahi Bada House,Sarafa Bazaar,22.71792818,75.85213333,Street Food,100,4.9,686,Excellent
302,The Cube - Hotel Effotel,"Hotel Effotel, Vijay Nagar",22.75003751,75.90347484,"North Indian, Chinese, Italian",1200,4.8,518,Excellent
303,Vijay Chaat House,"56 Dukan, New Palasia",22.72373604,75.88471279,Street Food,100,4.8,598,Excellent
304,Cravings - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75243589,75.88778827,"North Indian, Chinese, Italian",1800,4.7,658,Excellent
305,Mustang - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar",22.7500341,75.90348221,"North Indian, Chinese",1500,4.7,1254,Excellent
306,Naturals Ice Cream,RNT Marg,22.71819971,75.87213423,"Desserts, Ice Cream",150,4.7,632,Excellent
307,SD 21 - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar",22.75003503,75.90348154,"North Indian, Chinese",1100,4.6,959,Excellent
308,Shreemaya Celebration,"Hotel Shreemaya, RNT Marg",22.71538229,75.87409124,"Bakery, North Indian, South Indian, Fast Food",600,4.6,782,Excellent
309,Hobnob Gourmet Cafébar,"Infiniti Hotel, Vijay Nagar",22.75004029,75.90347383,"Continental, Italian, North Indian",1950,4.6,1028,Excellent
310,Chang's Legacy,Vijay Nagar,22.75228686,75.89130901,"Chinese, North Indian",800,4.6,237,Excellent
311,Stars N Sky,"Infiniti Hotel, Vijay Nagar",22.75004276,75.9034745,"North Indian, Chinese, Mughlai",1400,4.6,1356,Excellent
312,Simi's,Vijay Nagar,22.75686955,75.88945393,"Bakery, Desserts",300,4.6,440,Excellent
313,Ni Hao - Radisson Blu Hotel,"Radisson Blu Hotel, Vijay Nagar",22.75003008,75.90347148,"Asian, Chinese, Momos",1850,4.6,248,Excellent
314,Masters Bakery Krozzon,Vijay Nagar,22.74774235,75.89626439,"Bakery, Fast Food",850,4.6,83,Excellent
315,Cafe Chapter One,Vijay Nagar,22.75841728,75.90491217,"Cafe, Italian, Fast Food",750,4.5,307,Excellent
316,Johny Hot Dog,"56 Dukan, New Palasia",22.72551299,75.88435136,"Fast Food, Street Food",150,4.5,1650,Excellent
317,Shreemaya Celebrity,"Hotel Shreemaya Residency, Press Complex",22.73864887,75.89179013,"North Indian, South Indian, Italian, Chinese, Street Food",500,4.5,441,Excellent
318,Little Italy,Vijay Nagar,22.76269245,75.88230081,"Italian, Mexican",1400,4.5,329,Excellent
319,Capers - Hotel Effotel,"Hotel Effotel, Vijay Nagar",22.7500372,75.90347786,"North Indian, Italian, Chinese, Continental",1200,4.5,419,Excellent
320,Mediterra - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75244733,75.88778961,"Mediterranean, Italian",2500,4.5,397,Excellent
321,Chopstick City - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75244733,75.88778928,Chinese,1500,4.5,393,Excellent
322,South Avenue,South Tukoganj,22.71958737,75.87927796,North Indian,1000,4.5,342,Excellent
323,One Asia - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar",22.75274724,75.88375054,"Chinese, Asian",2000,4.5,320,Excellent
324,The Monroe,New Palasia,22.72673018,75.88414416,"Italian, Chinese, North Indian",900,4.4,728,Very Good
325,Taberna - The Cafe Bar,Vijay Nagar,22.74522609,75.90370987,"Italian, North Indian, Chinese",1400,4.4,722,Very Good
326,Tic Tac Toe,Vijay Nagar,22.75577104,75.89530483,"North Indian, Chinese, Fast Food",1200,4.4,418,Very Good
327,Indore Kitchen - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar",22.75294944,75.88340923,"North Indian, Italian, Asian, Fast Food",1800,4.4,634,Very Good
328,Bollywood Theka,"Infiniti Hotel, Vijay Nagar",22.75004369,75.90347618,"North Indian, Fast Food, Finger Food",1300,4.4,1119,Very Good
329,The GroundBaking Co.,Vijay Nagar,22.75681884,75.8895582,"Pizza, Continental, Beverages",600,4.4,505,Very Good
330,Behrouz Biryani,Old Palasia,22.72556711,75.8948398,"Biryani, North Indian, Mughlai",700,4.4,700,Very Good
331,Oiya,New Palasia,22.72591346,75.8822009,Cafe,600,4.4,241,Very Good
332,Hotel Shreemaya,"Hotel Shreemaya, RNT Marg",22.7153826,75.87407682,"North Indian, Mughlai, Chinese",1100,4.4,615,Very Good
333,Mukki Ke Zayke,Sapna Sangeeta,22.69760211,75.86748496,Fast Food,150,4.4,730,Very Good
334,Dilli Da Roll,New Palasia,22.72462761,75.88403352,Rolls,400,4.4,569,Very Good
335,Behrouz Biryani,"Mangal City Mall, Vijay Nagar",22.75263624,75.89663655,"Biryani, North Indian, Mughlai",700,4.4,522,Very Good
336,Hill's View - Papaya Tree Hotel,Papaya Tree Hotel,22.62661557,75.8053707,"North Indian, Chinese, Italian",1300,4.4,414,Very Good
337,Vijay Chaat House,Sarafa Bazaar,22.71791581,75.85330613,Street Food,100,4.4,613,Very Good
338,Opium Bar By The Roof,"Infiniti Hotel, Vijay Nagar",22.75003751,75.90347484,"Finger Food, North Indian",1400,4.4,749,Very Good
339,Veera Di Hatti,Sapna Sangeeta,22.70154762,75.86274147,North Indian,250,4.4,476,Very Good
340,Atul Sandwich And Cafe,Old Palasia,22.72581296,75.89179885,Fast Food,200,4.4,261,Very Good
341,54 Praangan - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar",22.75317329,75.88336229,"Awadhi, North Indian",1500,4.4,82,Very Good
342,Indore Baking Company - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar",22.7528774,75.88345349,Bakery,1500,4.4,197,Very Good
343,Mr & Mrs Somani - The Grand Bhagwati,The Grand Bhagwati,22.77419933,75.93604356,North Indian,1600,4.4,207,Very Good
344,Naturals Ice Cream,Vijay Nagar,22.75369767,75.88459946,"Desserts, Ice Cream",150,4.4,178,Very Good
345,Namo Sandwich,Sudama Nagar,22.69633146,75.83485689,Fast Food,500,4.3,860,Very Good
346,Shree Gurukripa,Sarwate Bus Stand,22.71408953,75.86885054,North Indian,350,4.3,2030,Very Good
347,Nafees Restaurant,Old Palasia,22.72571214,75.88775709,"North Indian, Mughlai",800,4.3,2987,Very Good
348,Hotel Guru Kripa,Sarwate Bus Stand,22.71408551,75.86884584,North Indian,350,4.3,3441,Very Good
349,Apna Sweets,Vijay Nagar,22.74956011,75.89528974,"Mithai, North Indian, South Indian, Beverages",400,4.3,2619,Very Good
350,Mitti - Organic. Fresh. Desi.,Old Palasia,22.72509334,75.89026932,"Cafe, North Indian",600,4.3,590,Very Good
351,Rasgulla House,Geeta Bhavan,22.7185767,75.88595599,Mithai,100,4.3,829,Very Good
352,Banana Leaf,"Malhar Mega Mall, Vijay Nagar",22.74484886,75.89457929,"South Indian, North Indian",800,4.3,831,Very Good
353,Patissez,Vijay Nagar,22.7478682,75.89486964,"Continental, Desserts",1000,4.3,530,Very Good
354,Mama Loca,New Palasia,22.72821918,75.88418338,"Continental, Italian",1100,4.3,625,Very Good
355,Mr. Beans,Old Palasia,22.72318186,75.8979173,"Cafe, French, Italian",800,4.3,715,Very Good
356,Shreemaya Celebration,Rajendra Nagar,22.66956459,75.83192121,"Bakery, North Indian, South Indian, Fast Food",500,4.3,465,Very Good
357,Ravi Alpahar,Old Palasia,22.72695407,75.89435935,Street Food,100,4.3,642,Very Good
358,Johny Hot Dog,"56 Dukan, New Palasia",22.72374872,75.88484723,Fast Food,200,4.3,393,Very Good
359,Fagun Restaurant,Vijay Nagar,22.78655993,75.90615269,"North Indian, Continental, Chinese",1200,4.3,453,Very Good
360,Pleasure House,Bhawar Kuan,22.68901693,75.86714365,"Cafe, Fast Food",500,4.3,504,Very Good
361,Shreemaya Celebrity,Vijay Nagar,22.75355823,75.90091065,"North Indian, South Indian, Italian, Chinese, Street Food",500,4.3,379,Very Good
362,Cakesmith's Alley,Vijay Nagar,22.76134295,75.8874017,"Bakery, Fast Food",500,4.3,376,Very Good
363,Urban Desi Bistro,"56 Dukan, New Palasia",22.72548237,75.88440903,"North Indian, Mughlai",700,4.3,268,Very Good
364,Fork It Cafe,By Pass Road (South),22.69507441,75.92580993,"Cafe, Fast Food",600,4.3,138,Very Good
365,Indiya Oye - Radisson Blu Hotel,"Radisson Blu Hotel, Vijay Nagar",22.75003534,75.90347953,"North Indian, Kashmiri",1850,4.3,200,Very Good
366,Chef Lucky's Paratha On Wheels,Old Palasia,22.72762142,75.89337565,"North Indian, Fast Food, Biryani",450,4.3,225,Very Good
367,Om Namkeen,New Palasia,22.72524178,75.88355877,Street Food,200,4.3,280,Very Good
368,Twilight - Hotel WOW,"Hotel Wow, Vijay Nagar",22.74919217,75.89537524,Bar Food,2400,4.3,169,Very Good
369,Drunken Monkey,Vijay Nagar,22.7446117,75.89530449,"Beverages, Healthy Food, Fast Food",300,4.3,220,Very Good
370,Cakes & More,New Palasia,22.72783727,75.88501185,"Bakery, Desserts",350,4.3,253,Very Good
371,Hangover The Gastro Pub,Vijay Nagar,22.74441133,75.89190613,"North Indian, Italian",1000,4.3,84,Very Good
372,Sanchi - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75244763,75.88778928,"North Indian, Chinese",1800,4.3,197,Very Good
373,The Piano Project,Vijay Nagar,22.7498053,75.89648098,"North Indian, Mughlai",1200,4.3,125,Very Good
374,Bake N Shake,"BCM Heights, Vijay Nagar",22.75570457,75.89528706,"Cafe, Fast Food, Bakery",500,4.2,683,Very Good
375,99 Rotiwala,HIG-LIG,22.73821875,75.88737186,North Indian,500,4.2,2517,Very Good
376,Apna Sweets,Old Palasia,22.72568153,75.89197587,"Mithai, North Indian, South Indian, Beverages",400,4.2,1543,Very Good
377,Mocha,YN Road,22.73218329,75.8749358,"Cafe, Continental, Italian, Street Food",800,4.2,989,Very Good
378,Tinku Everfresh,Vijay Nagar,22.75671249,75.88739164,"Sandwich, Fast Food, Beverages",450,4.2,1054,Very Good
379,Tinku's,YN Road,22.72124778,75.87387331,"Sandwich, Fast Food, Beverages",450,4.2,822,Very Good
380,Little Monk,MR 10 Road,22.7807603,75.86217854,"North Indian, Italian, Chinese",1000,4.2,420,Very Good
381,JAL - A Jungle Restaurant,Bhawar Kuan,22.65182272,75.88192228,"North Indian, Chinese",850,4.2,622,Very Good
382,Tea Shack,Vijay Nagar,22.76268998,75.88715527,"Fast Food, Italian",450,4.2,722,Very Good
383,Faasos,Old Palasia,22.72567534,75.89474224,"Fast Food, North Indian, Biryani, Rolls, Wraps",600,4.2,565,Very Good
384,Oye Pappe,Bhawar Kuan,22.69005349,75.86512327,"North Indian, Fast Food",350,4.2,502,Very Good
385,Chef's Alcove,Rau,22.6185038,75.8081612,"American, Mexican, Italian",850,4.2,377,Very Good
386,Oye Pappe,"56 Dukan, New Palasia",22.72441639,75.88468764,"North Indian, Street Food",450,4.2,311,Very Good
387,Farzi Café,Vijay Nagar,22.74993485,75.89675322,"North Indian, Continental",1500,4.2,184,Very Good
388,Tinku's,Old Palasia,22.7273632,75.89449346,"Sandwich, Fast Food, Beverages",450,4.2,387,Very Good
389,Cream Stone,New Palasia,22.72546629,75.88352155,"Ice Cream, Desserts",300,4.2,247,Very Good
390,Bake Affaire,YN Road,22.72572049,75.87740276,"Fast Food, Bakery",350,4.2,216,Very Good
391,Constellation - Hotel WOW,"Hotel Wow, Vijay Nagar",22.74918228,75.89536518,"North Indian, Asian, Italian",1800,4.2,285,Very Good
392,Faasos,"Mangal City Mall, Vijay Nagar",22.75265015,75.89662682,"Fast Food, North Indian, Biryani, Rolls, Wraps",600,4.2,326,Very Good
393,Laxmi Narayan Doodhwala,Old Palasia,22.72571152,75.89466579,"Mithai, Fast Food",200,4.2,225,Very Good
394,Shree Gautam Chinese,Old Palasia,22.72979538,75.89703284,Chinese,400,4.2,160,Very Good
395,Tea Diaries,YN Road,22.72878633,75.87614246,Cafe,500,4.2,102,Very Good
396,Hotel Shreemaya Residency,"Hotel Shreemaya Residency, Press Complex",22.73866372,75.89178879,"North Indian, Chinese, Continental",1200,4.2,230,Very Good
397,Waffles & More,Old Palasia,22.7230127,75.89553315,"Cafe, Desserts",500,4.2,172,Very Good
398,Keventers,Old Palasia,22.72624776,75.8943674,"Beverages, Desserts, Ice Cream",400,4.2,185,Very Good
399,Om Namkeen,Sapna Sangeeta,22.6987147,75.86594906,Street Food,200,4.2,261,Very Good
400,Nautica - The Red Maple,"The Red Maple Mashal, Rau",22.61993177,75.80899537,"North Indian, Chinese",1000,2.1,111,Poor
401,The Container Cafe,Vijay Nagar,22.77057712,75.90544995,Fast Food,300,2.2,152,Poor
402,Shri Balaji,By Pass Road (North),22.70692565,75.92894208,"North Indian, Chinese",400,2.2,30,Poor
403,Woodstock Cafe - The Red Maple,"The Red Maple Mashal, Rau",22.61987173,75.80901716,"North Indian, Chinese, Cafe",1000,2.3,70,Poor
404,Apna Sweets,Rau,22.61177535,75.79754066,"Mithai, North Indian, South Indian, Beverages",400,2.4,336,Poor
405,Chai Kaapi,Chhavani,22.71175295,75.88023886,"Fast Food, Beverages",400,2.4,112,Poor
406,LIG Maggie & Pasta,"56 Dukan, New Palasia",22.72406447,75.88483617,Fast Food,300,2.4,54,Poor
407,Khana Khazana K2,By Pass Road (North),22.70178826,75.92748128,"North Indian, Chinese",500,2.4,76,Poor
408,Bocca Buona,"Golden Gate, Vijay Nagar",22.75633529,75.89289386,"Cafe, Fast Food",350,2.4,41,Poor
409,Jain Mithai Bhandar,Vijay Nagar,22.75649915,75.88958301,"Mithai, Street Food",200,2.4,50,Poor
410,Angithi Restaurant,By Pass Road (North),22.69289649,75.92501231,"North Indian, Chinese",500,2.4,10,Poor
411,Mharo Rajwaad,YN Road,22.72282375,75.87403256,Rajasthani,600,2.5,377,Average
412,Mathurawala Sweets,"Mathurawala, Airport Road",22.72485336,75.82415689,Mithai,300,2.5,265,Average
413,The Cliff Restaurant & Bar,Vijay Nagar,22.74372397,75.89740802,"North Indian, Chinese",1300,2.5,98,Average
414,Gyani's Kafe,Bhawar Kuan,22.69253273,75.86721942,"Fast Food, Desserts",400,2.5,117,Average
415,Baree's - Punjabis By Nature,By Pass Road (South),22.63931905,75.85792691,"North Indian, Chinese",650,2.5,76,Average
416,FOI- Food of Indians,Old Palasia,22.72623632,75.89437611,"Fast Food, Momos, Beverages",400,2.5,38,Average
417,Ab Tak 56,Vijay Nagar,22.75369025,75.89730676,"Sandwich, Fast Food, North Indian",200,2.5,30,Average
418,Bherunath,HIG-LIG,22.73855178,75.88256601,"Fast Food, North Indian",250,2.5,27,Average
419,Cakes To Indore,Manik Bagh Road,22.70385777,75.85533857,Bakery,300,2.5,17,Average
420,Mr. Bawarchi,Vijay Nagar,22.74491626,75.89605149,"North Indian, Fast Food",500,2.6,353,Average
421,Mclaren's Cafe,Khajrana,22.73470227,75.90231378,"Cafe, Mexican, Fast Food",700,2.6,158,Average
422,The Cafe Square,Bhawar Kuan,22.68694193,75.86175743,"Cafe, North Indian",450,2.6,96,Average
423,Cafe Lagoon,Bhawar Kuan,22.68664714,75.87100133,"Fast Food, Beverages",300,2.6,37,Average
424,Famous Dal Bafale,Geeta Bhavan,22.71857392,75.88595532,Rajasthani,200,2.6,61,Average
425,Youth Adda,Vijay Nagar,22.74467663,75.89443076,"North Indian, South Indian, Fast Food",250,2.6,36,Average
426,Mid Town Madness,Vijay Nagar,22.74389372,75.89682598,"North Indian, Chinese",350,2.6,33,Average
427,Clam O Bar,By Pass Road (North),22.70787733,75.92577036,North Indian,1000,2.6,56,Average
428,Victoria Club & Lounge,"Treasure Island Mall, South Tukoganj",22.72089616,75.87868452,"Finger Food, North Indian, Chinese",1000,2.6,37,Average
429,Gabba's Cake,Sudama Nagar,22.68709846,75.82904991,"Desserts, Bakery",250,2.6,32,Average
